"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","salary.f","dummy_sales","dummy_accounting","dummy_hr","dummy_technical","dummy_support","dummy_management","dummy_IT","dummy_product_mng","dummy_marketing","dummy_RandD"
"1824",0.1,0.89,6,280,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1825",0.44,0.51,2,152,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1826",0.82,0.91,5,276,6,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1827",0.1,0.86,6,247,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1828",0.1,0.95,5,286,4,0,1,0,3,0,0,0,0,0,0,0,0,0,1
"1829",0.3,0.89,5,257,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1830",0.1,0.93,6,258,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"1831",0.39,0.5,2,151,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"1832",0.14,0.47,4,175,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"1833",0.82,0.92,4,252,5,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"1834",0.1,0.85,6,266,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1835",0.09,0.9,6,295,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1836",0.54,0.83,6,165,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1837",0.61,0.58,2,264,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1838",0.1,0.79,6,275,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1839",0.1,0.9,6,299,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1840",0.36,0.49,2,147,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1841",0.1,0.97,7,306,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1842",0.84,1,5,242,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1843",0.38,0.51,2,159,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1844",0.41,0.49,2,147,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1845",0.37,0.51,2,154,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"1846",0.43,0.56,2,129,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1847",0.46,0.53,2,161,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1848",0.09,0.84,6,269,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1849",0.78,0.86,5,274,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1850",0.45,0.53,2,159,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1851",0.42,0.47,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1852",0.46,0.53,2,147,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1853",0.39,0.49,2,142,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1854",0.36,0.51,2,130,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1855",0.43,0.53,2,147,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1856",0.85,0.87,5,246,5,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"1857",0.11,0.92,6,281,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1858",0.11,0.9,6,253,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1859",0.38,0.47,2,128,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1860",0.43,0.57,2,129,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1861",0.75,1,5,223,6,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1862",0.11,0.92,6,269,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1863",0.1,0.9,7,269,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1864",0.1,0.81,7,244,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"1865",0.37,0.5,2,154,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"1866",0.11,0.93,5,140,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"1867",0.45,0.46,2,159,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0
"1868",0.44,0.48,2,158,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1869",0.44,0.56,2,133,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1870",0.11,0.77,6,247,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1871",0.79,0.93,5,268,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1872",0.8,0.9,5,267,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1873",0.1,0.87,7,251,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1874",0.09,0.93,6,279,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1875",0.7,0.84,6,161,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1876",0.72,0.84,4,256,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1877",0.11,0.8,6,304,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1878",0.39,0.51,2,137,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1879",0.4,0.49,2,144,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1880",0.43,0.54,2,142,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1881",0.76,0.87,5,262,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1882",0.4,0.48,2,142,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1883",0.09,0.89,6,282,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1884",0.37,0.54,2,157,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1885",0.87,0.91,5,228,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1886",0.1,0.86,6,283,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1887",0.11,0.86,6,286,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1888",0.43,0.5,2,148,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1889",0.1,0.81,6,245,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1890",0.11,0.95,6,279,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1891",0.85,0.87,5,245,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1892",0.37,0.49,2,138,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1893",0.44,0.52,2,141,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1894",0.1,0.83,7,302,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1895",0.11,0.89,6,268,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1896",0.87,0.88,5,240,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1897",0.39,0.49,2,127,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1898",0.1,0.94,7,264,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1899",0.44,0.53,2,155,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1900",0.4,0.49,2,143,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1901",0.76,0.98,5,217,6,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1902",0.46,0.55,2,147,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1903",0.9,0.92,4,271,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1904",0.85,0.87,4,273,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"1905",0.1,0.78,5,285,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1
"1906",0.43,0.49,2,131,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1
"1907",0.2,0.5,5,135,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1908",0.81,0.92,5,239,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"1909",0.83,0.85,5,237,5,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"1910",0.14,0.75,4,277,5,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"1911",0.1,0.84,5,303,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1912",0.91,0.98,4,242,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1913",0.37,0.57,2,158,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1914",0.42,0.57,2,147,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"1915",0.39,0.68,2,282,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1916",0.39,0.54,2,154,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1917",0.44,0.52,2,149,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1918",0.37,0.45,2,149,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1919",0.39,0.53,2,146,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1920",0.72,0.94,4,258,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1921",0.37,0.49,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1922",0.82,0.94,5,236,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1923",0.42,0.52,2,134,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1924",0.59,1,2,155,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1925",0.82,0.86,5,257,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1926",0.73,0.97,6,189,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1927",0.78,0.66,3,164,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1928",0.09,0.95,6,271,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1929",0.1,0.97,6,280,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1930",0.45,0.46,2,149,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1931",0.83,0.81,5,219,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1932",0.43,0.51,2,128,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1933",0.4,0.47,2,128,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1934",0.43,0.46,2,157,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1935",0.78,0.93,4,225,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1936",0.39,0.45,2,140,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1937",0.11,0.97,6,310,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1938",0.36,0.52,2,143,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1939",0.36,0.54,2,153,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1940",0.1,0.79,7,310,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"1941",0.4,0.47,2,136,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"1942",0.81,0.85,4,251,6,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"1943",0.4,0.47,2,144,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"1944",0.09,0.93,6,296,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1945",0.76,0.89,5,238,5,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"1946",0.73,0.93,5,162,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1947",0.38,0.49,2,137,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1948",0.72,0.84,5,257,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1949",0.4,0.56,2,148,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1950",0.91,0.99,5,254,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1951",0.85,0.85,4,247,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1952",0.9,0.7,5,206,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1953",0.46,0.55,2,145,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1954",0.43,0.57,2,159,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"1955",0.89,0.88,5,228,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"1956",0.09,0.81,6,257,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1957",0.4,0.48,2,155,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1958",0.76,0.83,6,293,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1959",0.4,0.57,2,151,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1960",0.37,0.48,2,160,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1961",0.37,0.53,2,143,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1962",0.11,0.96,6,280,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1963",0.37,0.52,2,158,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1964",0.09,0.89,7,310,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1965",0.88,0.86,5,258,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1966",0.84,0.94,5,262,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1967",0.1,0.98,6,265,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1968",0.41,0.47,2,143,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"1969",0.84,0.91,5,232,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1970",0.41,0.55,2,161,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1971",0.53,0.76,5,132,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1972",0.42,0.47,2,139,3,1,1,0,2,0,0,0,0,0,0,1,0,0,0
"1973",0.36,0.5,2,131,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1974",0.38,0.52,2,161,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1975",0.36,0.48,2,152,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1976",0.46,0.54,2,138,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1977",0.37,0.47,2,159,3,1,1,0,2,0,0,0,0,0,0,0,1,0,0
"1978",0.42,0.49,2,153,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1979",0.44,0.56,2,156,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1980",0.92,0.82,5,265,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"1981",0.1,0.79,6,301,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"1982",0.76,1,4,220,6,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"1983",0.11,0.79,6,247,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"1984",0.43,0.48,2,136,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1
"1985",0.4,0.49,2,160,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1986",0.11,0.84,7,310,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1987",0.84,0.82,5,240,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1988",0.84,0.84,5,238,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1989",0.51,0.6,7,243,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1990",0.66,0.91,5,248,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1991",0.42,0.56,2,137,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1992",0.38,0.49,2,155,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1993",0.15,0.63,7,229,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1994",0.38,0.53,2,140,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1995",0.43,0.54,2,156,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1996",0.37,0.57,2,147,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1997",0.11,0.92,7,293,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1998",0.41,0.53,2,157,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1999",0.84,0.96,4,247,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"2000",0.4,0.51,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12001",0.38,0.53,2,157,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12002",0.8,0.86,5,262,6,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12003",0.11,0.88,7,272,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12004",0.72,0.87,5,223,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12005",0.37,0.52,2,159,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12006",0.41,0.5,2,153,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12007",0.1,0.77,6,247,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12008",0.92,0.85,5,259,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12009",0.89,1,5,224,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12010",0.42,0.53,2,142,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12011",0.45,0.54,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12012",0.11,0.81,6,305,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12013",0.84,0.92,4,234,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12014",0.41,0.55,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12015",0.36,0.56,2,137,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12016",0.38,0.54,2,143,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12017",0.45,0.47,2,160,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12018",0.78,0.99,4,255,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12019",0.45,0.51,2,160,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"12020",0.76,0.89,5,262,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12021",0.11,0.83,6,282,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12022",0.38,0.55,2,147,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12023",0.09,0.95,6,304,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12024",0.46,0.57,2,139,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12025",0.4,0.53,2,158,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12026",0.89,0.92,5,242,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12027",0.82,0.87,4,239,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12028",0.4,0.49,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12029",0.41,0.46,2,128,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"12030",0.38,0.5,2,132,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"12031",0.09,0.62,6,294,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"12032",0.45,0.57,2,134,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"12033",0.4,0.51,2,145,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"12034",0.45,0.55,2,140,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"12035",0.84,0.87,4,246,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"12036",0.1,0.94,6,255,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12037",0.38,0.46,2,137,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12038",0.45,0.5,2,126,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12039",0.11,0.89,6,306,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12040",0.41,0.54,2,152,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12041",0.87,0.88,5,269,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12042",0.45,0.48,2,158,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12043",0.4,0.46,2,127,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12044",0.1,0.8,7,281,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12045",0.09,0.89,6,276,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12046",0.84,0.74,3,182,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12047",0.4,0.55,2,147,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12048",0.57,0.7,3,273,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12049",0.4,0.54,2,148,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12050",0.43,0.47,2,147,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12051",0.13,0.78,6,152,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12052",0.44,0.55,2,135,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12053",0.38,0.55,2,134,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12054",0.39,0.54,2,132,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12055",0.1,0.92,7,307,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12056",0.37,0.46,2,140,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12057",0.11,0.94,7,255,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12058",0.1,0.81,6,309,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12059",0.38,0.54,2,128,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12060",0.85,1,4,225,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12061",0.85,0.91,5,226,5,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"12062",0.11,0.93,7,308,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12063",0.1,0.95,6,244,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12064",0.36,0.56,2,132,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12065",0.11,0.94,6,286,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12066",0.81,0.7,6,161,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12067",0.43,0.54,2,153,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12068",0.9,0.98,4,264,6,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12069",0.76,0.86,5,223,5,1,1,0,2,0,0,0,0,0,0,0,1,0,0
"12070",0.43,0.5,2,135,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12071",0.74,0.99,2,277,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"12072",0.09,0.77,5,275,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12073",0.45,0.49,2,149,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0
"12074",0.09,0.87,7,295,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12075",0.11,0.97,6,277,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12076",0.11,0.79,7,306,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12077",0.1,0.83,6,295,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"12078",0.4,0.54,2,137,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"12079",0.43,0.56,2,157,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12080",0.39,0.56,2,142,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"12081",0.45,0.54,2,140,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12082",0.38,0.49,2,151,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12083",0.79,0.59,4,139,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0
"12084",0.84,0.85,4,249,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12085",0.11,0.77,6,291,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12086",0.11,0.87,6,305,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12087",0.17,0.84,5,232,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12088",0.44,0.45,2,132,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12089",0.37,0.57,2,130,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12090",0.1,0.79,6,291,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12091",0.4,0.5,2,130,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12092",0.89,1,5,246,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12093",0.42,0.48,2,143,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12094",0.46,0.55,2,129,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12095",0.09,0.83,6,255,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12096",0.37,0.51,2,155,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12097",0.1,0.77,6,265,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12098",0.1,0.84,6,279,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12099",0.11,0.97,6,284,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12100",0.9,1,5,221,6,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12101",0.38,0.52,2,154,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12102",0.36,0.52,2,147,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12103",0.42,0.46,2,150,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12104",0.09,0.94,7,267,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12105",0.43,0.52,2,158,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12106",0.24,0.46,7,224,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12107",0.91,1,4,257,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12108",0.44,0.5,2,148,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12109",0.71,0.87,3,177,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12110",0.4,0.49,2,155,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12111",0.43,0.47,2,144,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"12112",0.09,0.85,6,289,4,0,1,0,3,0,0,1,0,0,0,0,0,0,0
"12113",0.43,0.52,2,160,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12114",0.9,0.96,4,258,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12115",0.84,1,5,234,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12116",0.37,0.48,2,137,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12117",0.86,0.68,5,263,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12118",0.11,0.84,6,251,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12119",0.37,0.57,2,133,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12120",0.4,0.46,2,132,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12121",0.14,0.62,4,158,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"12122",0.4,0.46,2,135,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12123",0.75,1,4,216,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12124",0.11,0.84,6,300,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0
